ID,평균기온(°C),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 지면온도(°C),성산1호기(초 당 m),호기,평균
2018-08-13,29.2,0.0,10.3,160,221,6.5,140,221,81.6,32.8,1007.7,35.3,8.4,1.0,3339.0
2018-08-14,28.8,0.0,5.4,90,1628,4.0,90,1630,81.5,32.0,1007.3,36.0,4.0,1.0,432.0
2018-08-15,29.0,1.2,11.2,110,2353,6.8,110,2400,79.9,31.7,1004.3,35.5,5.2,1.0,1256.0
2018-08-16,27.6,5.6,14.7,110,1253,9.7,90,1258,85.4,31.5,1003.9,28.6,8.3,1.0,6212.0
2018-08-17,26.8,0.0,16.2,50,156,9.5,70,902,71.6,25.2,1007.3,27.4,10.7,1.0,8671.0
2018-08-18,26.4,0.0,10.0,70,1029,6.0,70,1152,68.9,23.5,1008.1,29.5,5.4,1.0,1822.0
2018-08-19,26.2,0.0,6.6,110,1107,4.5,90,1107,76.9,26.1,1008.1,29.5,3.9,1.0,446.0
2018-08-20,27.2,0.0,7.8,200,1424,5.7,180,1354,79.1,28.3,1005.0,31.8,7.2,1.0,2936.0
2018-08-21,26.9,0.0,7.3,70,1528,5.6,90,1512,76.1,26.7,1001.6,32.8,4.7,1.0,952.0
2018-08-22,27.3,32.9,21.1,70,2259,14.2,90,2346,82.6,29.9,997.0,29.1,11.5,1.0,5177.0
2018-08-23,25.2,77.2,25.7,90,626,18.2,90,838,90.8,28.9,988.1,24.9,21.5,1.0,0.0
2018-08-24,26.1,0.0,13.6,140,4,9.1,140,3,84.0,28.2,1001.0,27.3,6.4,1.0,649.0
2018-08-25,24.8,5.7,6.1,110,1101,3.6,140,1554,90.5,28.3,1007.3,27.3,3.9,1.0,604.0
2018-08-26,25.8,0.0,7.0,200,1207,4.4,200,1036,90.5,29.9,1008.6,28.9,9.0,1.0,5186.0
2018-08-27,26.3,0.0,8.4,230,1114,5.7,230,1115,89.8,30.6,1010.4,29.0,8.5,1.0,4440.0
2018-08-29,26.1,1.0,8.3,230,2215,4.9,250,2047,90.1,30.4,1009.1,28.9,7.3,1.0,2920.0
2018-08-30,27.6,0.0,10.3,250,1127,6.7,250,1734,85.1,31.2,1009.7,29.4,7.0,1.0,2992.0
2018-08-31,27.7,0.0,12.2,230,1616,7.5,250,1004,83.8,30.9,1009.2,30.4,7.2,1.0,3203.0
2018-09-01,24.6,51.6,10.4,90,2227,6.1,110,2238,93.5,28.8,1007.5,25.5,5.2,1.0,1412.0
2018-09-02,25.1,2.8,10.7,70,157,5.2,90,2,91.1,29.0,1005.3,27.3,6.4,1.0,1426.0
2018-09-03,26.3,1.8,11.2,270,1449,7.5,250,1453,88.8,30.1,1000.7,27.5,9.5,1.0,4637.0
2018-09-04,25.2,17.6,12.7,340,1308,7.9,340,1441,77.5,24.7,996.9,25.1,9.0,1.0,5142.0
2018-09-05,24.9,0.0,7.9,230,1358,5.3,230,1406,69.1,21.5,1003.8,24.8,4.8,1.0,680.0
2018-09-06,24.0,0.2,5.2,250,1622,3.3,270,2127,78.0,23.1,1005.0,24.2,3.8,1.0,369.0
2018-09-07,22.2,11.5,11.7,250,503,7.4,270,509,88.5,23.6,1005.7,23.0,5.1,1.0,987.0
2018-09-08,20.7,0.0,8.3,20,1218,5.6,50,1144,67.1,16.2,1010.4,20.2,5.7,1.0,1389.0
2018-09-09,22.1,0.0,9.2,70,1228,5.8,50,938,67.9,17.8,1012.7,21.3,6.5,1.0,1773.0
2018-09-10,22.9,0.0,11.5,70,1337,6.6,110,1925,65.5,18.1,1016.5,21.8,7.8,1.0,3224.0
2018-09-11,22.9,1.3,12.4,110,1218,7.7,90,1242,72.8,20.2,1015.6,22.1,9.6,1.0,5412.0
2018-09-12,23.2,176.0,11.6,110,21,6.7,90,220,86.9,24.6,1013.6,22.6,6.6,1.0,2155.0
2018-09-13,23.8,176.2,14.8,140,2036,9.4,140,2104,93.0,27.4,1011.7,23.2,7.7,1.0,2979.0
2018-09-14,25.3,1.5,10.4,230,1222,7.0,160,18,85.3,27.3,1010.2,26.0,6.0,1.0,2178.0
2018-09-15,24.4,0.0,6.5,340,940,3.7,270,228,84.3,25.6,1012.2,25.2,4.3,1.0,703.0
2018-09-16,24.3,0.0,4.7,360,906,2.8,340,9,81.4,24.6,1013.6,25.8,2.6,1.0,72.0
2018-09-17,22.8,1.8,5.8,90,1616,3.3,230,1502,84.9,23.4,1014.8,24.5,3.7,1.0,373.0
2018-09-19,22.5,0.1,6.2,360,453,3.9,340,457,68.9,18.6,1011.2,21.8,3.6,1.0,404.0
2018-09-20,25.0,33.9,11.4,270,501,6.3,270,447,88.6,27.8,1006.1,25.2,4.0,1.0,480.0
2018-09-21,24.1,19.7,13.5,340,1651,8.0,340,1623,87.0,26.1,1006.5,24.7,5.5,1.0,2561.0
2018-09-22,23.0,0.0,8.2,70,906,4.4,50,1212,72.6,20.0,1013.6,23.3,4.6,1.0,896.0
2018-09-23,22.7,0.0,6.4,70,2329,3.5,230,1341,73.3,20.1,1014.1,22.6,3.3,1.0,403.0
2018-09-24,20.0,0.0,8.7,20,1353,5.2,50,1335,62.4,14.5,1015.9,19.1,6.6,1.0,2777.0
2018-09-25,20.4,0.0,9.8,90,1905,6.3,70,1321,61.8,14.6,1014.5,19.9,7.2,1.0,2885.0
2018-09-26,22.3,0.0,13.3,90,2019,7.4,90,1603,66.9,18.0,1013.6,21.1,9.7,1.0,5592.0
2018-09-27,21.6,0.0,10.9,110,2121,6.4,70,836,64.3,16.5,1013.9,20.8,8.2,1.0,3754.0
2018-09-28,22.6,0.0,10.8,70,1416,6.0,70,1345,68.5,18.8,1013.5,23.5,7.7,1.0,3511.0
2018-09-29,19.5,25.6,11.5,50,2001,6.9,70,2337,85.3,19.3,1008.7,19.7,8.6,1.0,4922.0
2018-09-30,20.8,0.2,14.3,90,1254,7.6,360,1559,64.3,15.8,1002.6,19.2,12.8,1.0,7906.0
2018-10-01,18.6,0.0,12.6,360,1417,8.2,340,1423,60.8,12.9,1010.0,16.8,6.7,1.0,3487.0
2018-10-02,18.2,0.0,8.4,340,1437,4.6,360,1631,65.3,13.4,1015.5,18.2,5.3,1.0,1627.0
2018-10-03,17.6,0.0,9.0,340,1052,5.0,70,1233,68.5,13.5,1018.5,18.3,5.0,1.0,1171.0
2018-10-04,20.7,14.8,12.2,110,2338,6.8,90,1908,80.8,19.7,1017.5,19.1,8.5,1.0,4731.0
2018-10-05,22.5,137.8,22.9,140,2319,16.1,160,2320,92.3,25.1,1004.4,21.5,13.6,1.0,5757.0
2018-10-06,21.5,23.2,23.2,160,58,18.0,160,38,81.8,21.1,998.9,20.8,14.5,1.0,4626.0
2018-10-07,19.5,0.0,11.1,340,1541,6.0,360,819,68.9,15.5,1014.2,18.5,9.0,1.0,6403.0
2018-10-08,17.7,0.0,10.1,50,1041,5.4,50,1145,58.3,11.5,1015.5,16.9,7.5,1.0,4271.0
2018-10-09,19.6,0.0,6.6,140,923,4.5,140,923,71.3,16.1,1013.7,18.5,3.3,1.0,341.0
2018-10-10,16.8,0.3,9.5,230,1027,5.0,360,1156,66.5,12.8,1015.4,16.1,7.9,1.0,4688.0
2018-10-11,14.0,0.0,8.8,340,1215,4.6,340,1251,61.3,9.7,1020.7,13.8,7.2,1.0,3286.0
2018-10-12,13.3,0.0,11.3,50,1137,6.2,50,1032,59.6,8.9,1023.0,12.9,6.8,1.0,2543.0
2018-10-13,14.6,0.0,8.0,70,1258,5.3,70,1305,64.5,10.7,1021.7,14.5,5.0,1.0,533.0
2018-10-14,17.4,0.0,7.4,70,951,4.7,50,959,74.0,14.8,1019.0,16.2,5.0,1.0,660.0
2018-10-15,17.4,0.0,7.3,90,912,4.6,70,948,68.3,13.5,1017.0,18.9,4.5,1.0,698.0
2018-10-16,15.1,2.3,10.0,320,1318,4.2,340,1321,74.5,12.7,1013.8,14.0,6.1,1.0,2367.0
2018-10-17,16.1,0.0,9.4,20,1224,4.7,360,1427,60.9,10.9,1013.3,13.9,8.9,1.0,5730.0
2018-10-18,14.5,0.0,11.8,50,1156,6.0,340,1454,60.4,9.8,1016.5,14.2,9.3,1.0,6205.0
2018-10-19,14.3,0.0,8.4,70,1008,5.1,70,933,64.5,10.3,1021.1,15.0,5.4,1.0,1440.0
2018-10-20,15.3,0.0,7.3,110,1301,4.5,110,1303,64.5,11.0,1022.5,16.0,4.6,1.0,722.0
2018-10-21,16.0,0.0,7.0,90,1536,4.1,90,1116,67.9,12.3,1020.3,17.7,4.1,1.0,404.0
2018-10-22,16.7,1.8,5.1,340,436,3.8,340,442,77.6,14.7,1017.4,16.7,3.4,1.0,112.0
2018-10-23,17.3,0.0,9.4,340,1529,4.4,340,1535,74.8,14.5,1015.9,17.9,5.3,1.0,1886.0
2018-10-24,14.8,0.0,9.4,50,1033,4.7,50,1008,65.9,10.8,1017.9,16.0,7.0,1.0,3101.0
2018-10-25,17.4,0.0,7.2,160,2349,4.1,340,652,64.6,12.6,1017.4,17.1,4.3,1.0,740.0
2018-10-26,17.4,4.0,12.0,340,1833,8.0,340,1834,77.1,15.4,1011.7,17.3,5.9,1.0,2680.0
2018-10-27,14.4,0.0,12.0,340,1126,7.4,340,1533,49.3,8.0,1015.6,12.8,9.4,1.0,7216.0
2018-10-28,15.7,0.0,12.8,270,1358,7.8,270,1406,54.9,9.6,1012.5,14.6,5.6,1.0,1751.0
2018-10-29,16.4,0.0,9.3,20,1511,6.2,340,1604,58.5,10.6,1013.3,15.1,4.8,1.0,1128.0
2018-10-30,12.4,0.0,9.4,360,1210,5.6,340,1137,67.6,9.5,1018.9,13.2,5.6,1.0,1701.0
2018-10-31,12.1,0.0,7.4,340,1415,4.5,340,1432,61.6,8.6,1020.9,11.0,6.0,1.0,1743.0
2018-11-01,12.1,0.0,10.2,340,1448,4.8,360,1257,59.1,8.2,1023.1,12.1,8.9,1.0,5272.0
2018-11-02,13.3,0.0,5.8,340,3,3.8,340,208,61.3,9.2,1024.6,14.9,4.3,1.0,846.0
2018-11-03,14.4,0.0,8.3,50,1433,4.9,70,1415,66.8,11.0,1022.2,14.7,4.5,1.0,596.0
2018-11-04,13.9,0.0,7.6,70,1327,4.2,50,1238,59.1,9.2,1019.4,15.3,4.5,1.0,856.0
2018-11-05,14.6,0.0,7.0,360,425,4.8,340,432,67.0,10.9,1019.8,16.1,4.5,1.0,1099.0
2018-11-06,16.3,0.0,7.0,70,1035,4.6,70,1042,74.6,13.8,1021.6,15.7,4.2,1.0,444.0
2018-11-07,18.2,2.5,8.9,140,2344,5.7,160,2145,79.6,16.6,1020.0,16.5,5.0,1.0,823.0
2018-11-08,18.2,16.2,13.7,270,814,7.7,270,1336,83.9,17.6,1013.4,17.6,7.9,1.0,3564.0
2018-11-09,13.4,0.0,10.6,360,1313,5.5,340,27,75.6,11.5,1018.5,14.2,6.0,1.0,1993.0
2018-11-10,12.6,0.0,7.7,70,1024,4.5,50,1117,66.9,9.7,1022.5,12.4,5.1,1.0,1277.0
2018-11-11,14.3,9.7,6.9,50,2138,3.9,50,2154,78.3,12.7,1018.6,13.8,3.6,1.0,261.0
2018-11-12,12.8,2.9,9.7,360,1422,4.3,50,350,76.5,11.2,1014.9,13.5,8.2,1.0,3431.0
2018-11-13,12.3,0.0,9.1,20,1159,5.0,340,727,64.3,9.1,1015.7,11.5,8.8,1.0,4118.0
2018-11-14,12.9,0.0,7.3,50,1129,4.7,70,1120,69.8,10.3,1019.6,12.0,5.8,1.0,1363.0
2018-11-15,16.0,0.0,6.2,180,1953,4.1,160,2216,62.8,11.3,1020.8,12.9,3.3,1.0,204.0
2018-11-16,14.6,4.8,10.0,50,1603,5.4,50,1608,72.3,11.9,1018.0,14.1,4.6,1.0,1125.0
2018-11-17,11.4,0.0,11.4,160,1054,5.3,340,1522,59.0,7.8,1019.0,10.6,8.8,1.0,5692.0
2018-11-18,11.1,0.3,9.4,340,330,5.6,340,234,52.8,6.9,1018.0,9.6,6.3,1.0,2838.0
2018-11-19,10.9,0.0,8.4,90,1034,5.7,50,1027,59.4,7.5,1019.8,10.1,6.3,1.0,2124.0
2018-11-20,10.0,0.0,8.1,70,1029,5.1,50,1107,58.8,7.0,1022.7,9.0,3.9,1.0,493.0
2018-11-21,12.0,1.4,8.0,50,2233,4.0,140,1154,69.8,9.9,1018.8,10.3,3.5,1.0,380.0
2018-11-22,8.7,0.0,12.7,50,948,7.4,360,522,57.0,6.4,1022.2,8.8,9.5,1.0,6364.0
2018-11-23,7.3,0.0,7.8,70,1046,4.6,70,1253,64.9,6.6,1025.4,7.3,3.9,1.0,378.0
2018-11-24,12.7,2.4,11.4,250,1058,7.4,250,1109,70.4,10.2,1021.7,10.0,6.7,1.0,2869.0
2018-11-25,11.2,0.0,6.2,360,1142,4.0,70,1326,76.0,10.0,1021.6,10.0,4.1,1.0,647.0
2018-11-26,13.7,5.7,4.9,360,2354,3.3,340,2354,81.8,12.9,1020.9,11.4,3.0,1.0,105.0
2018-11-27,13.9,0.0,8.0,360,2227,4.3,360,2230,78.1,12.3,1019.8,12.2,6.8,1.0,3101.0
2018-11-28,11.7,0.0,11.0,50,1132,6.4,50,1141,64.8,8.7,1019.3,9.6,6.8,1.0,2449.0
2018-11-29,12.8,0.0,6.1,340,408,4.0,340,125,70.4,10.3,1022.5,10.0,3.9,1.0,592.0
2018-11-30,12.5,0.0,7.0,360,315,4.4,340,317,64.6,9.4,1023.3,10.3,4.5,1.0,857.0
2018-12-01,13.9,0.0,7.9,50,1306,5.2,70,1235,61.0,9.7,1022.8,11.1,5.7,1.0,1502.0
2018-12-02,18.1,16.8,11.5,160,1907,8.2,160,1909,79.4,16.5,1018.9,15.4,4.4,1.0,1311.0
2018-12-03,18.6,1.4,7.3,270,31,4.9,270,2,87.4,18.6,1014.7,18.1,4.2,1.0,878.0
2018-12-04,13.7,5.0,13.2,360,1723,8.1,360,1737,76.8,12.5,1015.0,13.7,9.3,1.0,6945.0
2018-12-05,9.0,0.0,10.3,180,940,6.4,50,1352,64.9,7.5,1020.5,7.7,8.9,1.0,5693.0
2018-12-06,8.6,4.4,11.2,140,2324,5.5,360,1229,77.3,8.6,1018.7,8.4,9.7,1.0,6632.0
2018-12-07,3.9,0.0,11.5,90,1135,5.1,50,1613,62.5,5.1,1026.9,4.2,12.3,1.0,9288.0
2018-12-08,2.8,0.5,11.1,340,1317,6.3,360,1307,66.9,5.0,1029.3,3.1,6.4,1.0,2755.0
2018-12-09,2.9,0.0,10.7,70,1150,5.3,70,955,57.3,4.3,1030.8,2.5,6.7,1.0,2653.0
2018-12-10,7.4,0.0,7.9,70,1159,5.4,70,1205,59.5,6.2,1027.6,5.3,5.4,1.0,1189.0
2018-12-11,8.8,17.0,9.6,360,2356,5.8,50,816,86.0,9.7,1021.8,7.9,7.6,1.0,4072.0
2018-12-12,5.5,0.1,13.3,340,959,6.1,360,147,62.4,5.6,1025.2,3.9,11.3,1.0,8630.0
2018-12-13,6.6,0.0,10.0,360,1633,5.1,340,1444,59.9,5.8,1027.3,4.6,7.0,1.0,3700.0
2018-12-14,4.5,0.0,12.3,360,1040,5.3,340,1236,58.3,4.9,1030.5,3.2,10.6,1.0,8321.0
2018-12-15,5.3,0.0,7.2,340,4,4.8,340,7,58.0,5.1,1028.3,2.7,3.7,1.0,728.0
2018-12-16,8.0,2.8,7.6,110,1936,3.8,360,1840,83.8,9.0,1018.0,6.7,6.2,1.0,2421.0
2018-12-17,9.1,0.0,12.9,360,1435,8.0,340,1501,50.8,5.9,1017.8,6.2,8.1,1.0,5639.0
2018-12-18,7.1,0.0,10.3,340,1529,6.1,340,1438,60.3,6.0,1020.5,4.5,5.1,1.0,1686.0
2018-12-19,11.5,0.0,8.6,290,1236,5.7,270,1252,63.1,8.6,1019.7,6.8,4.4,1.0,859.0
2018-12-20,12.6,4.8,9.3,340,709,5.5,360,717,83.9,12.2,1018.8,10.7,5.9,1.0,2099.0
2018-12-21,15.1,0.0,8.8,140,33,5.9,160,42,78.1,13.3,1018.4,12.8,4.2,1.0,804.0
2018-12-22,12.1,1.5,5.4,70,1316,3.4,70,1324,82.4,11.5,1019.3,11.0,4.4,1.0,771.0
2018-12-23,8.6,1.2,12.8,20,1253,7.3,360,1220,65.1,7.4,1020.6,7.6,12.4,1.0,9480.0
2018-12-24,5.4,0.0,12.0,90,1049,6.1,50,1039,62.3,5.6,1023.5,3.5,9.4,1.0,6829.0
2018-12-25,6.9,0.0,7.8,360,101,4.1,50,1249,62.5,6.1,1020.9,5.0,6.0,1.0,2498.0
2018-12-26,8.1,0.0,10.1,70,1256,5.8,50,1349,60.8,6.6,1019.2,7.1,7.2,1.0,3460.0
2018-12-27,1.9,0.0,17.2,110,1240,10.0,360,1245,58.9,4.1,1023.8,2.0,14.7,1.0,10159.0
2018-12-28,0.4,1.6,10.8,340,41,4.9,20,49,66.9,4.2,1027.9,0.7,12.4,1.0,10156.0
2018-12-29,1.9,0.2,11.2,50,859,5.5,50,1353,59.0,4.2,1031.4,0.9,9.6,1.0,6915.0
2018-12-30,2.4,0.0,12.2,340,1224,6.1,340,1226,58.3,4.2,1032.7,2.1,9.7,1.0,7034.0
2018-12-31,3.9,0.0,11.2,340,1309,6.9,340,1253,59.4,4.8,1032.2,2.6,14.1,1.0,5081.0
